stabf,g4,g3,g2,g1,p4,p3,p2,p1,tau4,tau3,tau2,tau1
0,0.423452119,0.09838285,0.93086469,0.970378365,-0.792992045,-1.20706589,-1.427283915,3.42734185,5.298793116,3.696123683,6.299255579,9.772077876
1,0.301833549,0.055683713,0.428632924,0.188647004,-1.594575542,-1.930730848,-0.709366809,4.234673198,6.994670118,2.712341343,6.887259012,3.132812788
0,0.572793254,0.882190303,0.796692593,0.789967635,-0.584957369,-1.117067492,-1.011132235,2.713157097,8.893051347,2.747816691,9.910035615,1.419499069
0,0.842330153,0.513804378,0.651077755,0.089166863,-1.831119673,-1.274606063,-1.319417656,4.425143391,4.986931565,5.657944936,9.581684033,8.793217286
0,0.406608503,0.971194204,0.689195897,0.65673444,-1.64002138,-1.952971612,-1.371018628,4.964011619,9.235924189,6.170371021,7.483974827,5.342562565
1,0.268637454,0.156839501,0.802255858,0.33906167,-0.905254701,-0.683689397,-1.632979801,3.221923899,5.862366112,1.346165498,8.428212183,0.579414754
1,0.861406599,0.094618199,0.246160679,0.227225253,-1.521561246,-0.995141376,-1.878444063,4.395146685,2.495956278,3.064802193,5.378564523,5.798732416
1,0.26530253,0.231697649,0.35848631,0.124341907,-1.203884751,-0.612160191,-1.125757614,2.941802556,7.8979092,9.248818102,1.080848832,3.490894481
0,0.207528364,0.831176115,0.627121989,0.55080717,-1.919808491,-1.302426052,-1.828486148,5.050720691,2.801374432,6.924612009,8.680022358,6.790829266
1,0.116326506,0.109786175,0.290007567,0.257911778,-0.737165873,-0.792343451,-1.010747263,2.540256588,6.363445123,1.12463663,6.202585494,3.714819299
0,0.847766701,0.327011064,0.552308793,0.088163747,-0.966171206,-1.057955512,-1.918734933,3.942861651,5.206331349,3.529293699,7.955368017,3.080403989
0,0.419998983,0.51148065,0.499383563,0.900737776,-0.781925399,-0.52790245,-1.98204941,3.291877259,2.493296676,3.607227786,5.292348912,9.441041952
1,0.995737848,0.619149968,0.403988392,0.501343382,-1.710337369,-1.630210461,-1.317011871,4.657559701,1.378651922,2.138888591,6.084224888,4.633951143
0,0.464747591,0.868792559,0.319104713,0.610462517,-0.64173806,-0.590939915,-1.205089728,2.437767703,2.574925009,5.04124781,9.59052378,5.892555028
1,0.641351791,0.669769409,0.215706209,0.067837462,-1.146983411,-1.689011696,-1.519713183,4.35570829,2.807146963,2.556298853,9.693322917,6.815269379
0,0.283203008,0.661914475,0.979056319,0.791925849,-0.506184749,-1.45802688,-0.643119191,2.607330821,8.788090673,7.61024557,3.92980654,9.51879247
0,0.865709385,0.939025191,0.525386564,0.50551017,-1.928303696,-1.459007803,-1.6046618,4.991973299,1.350919766,8.122080372,2.255280888,6.871662707
0,0.963819324,0.822866206,0.517582359,0.56896595,-1.254240523,-0.843216368,-1.167728744,3.265185635,6.027121051,3.546818498,7.96972412,2.496781657
0,0.07275525,0.715915976,0.516874227,0.823973186,-1.826346067,-0.986883382,-1.669963778,4.483193226,5.180400824,3.124116955,6.378641111,8.245110868
1,0.509883233,0.717298642,0.196858774,0.143834551,-1.752457574,-1.507555346,-0.96783033,4.227843251,0.566662976,1.101529781,9.009955243,4.127610111
0,0.323072006,0.701565494,0.361741715,0.538006043,-0.833091425,-0.938152027,-1.749521725,3.520765177,6.137959695,7.957703767,5.578401554,4.417852199
0,0.601612649,0.492608761,0.814068966,0.621277131,-0.849499715,-1.811358766,-0.547593977,3.208452459,2.182774046,2.629047329,5.842969897,7.821416667
0,0.832710877,0.854357515,0.129382885,0.216778183,-1.618700851,-1.646135149,-1.268131387,4.532967388,8.819828604,9.2564244,1.868126753,7.561230139
0,0.54826629,0.461128271,0.167607241,0.89946217,-1.847280231,-0.926430858,-0.839948808,3.613659898,8.646526626,6.236248146,1.109210765,7.176550201
1,0.921038747,0.517937459,0.575367356,0.204237856,-0.530877783,-1.677618362,-1.747146624,3.955642769,0.989290299,3.918150915,2.561582416,6.98444466
0,0.533412512,0.87519779,0.095689402,0.229387756,-1.017837555,-1.437797526,-1.723319858,4.17895494,4.556582445,9.650363846,6.15658441,3.452548756
0,0.987054583,0.426547173,0.54561423,0.285701284,-1.362052006,-0.533206885,-1.476919952,3.372178842,7.817852129,8.079554394,8.169052415,2.40120172
0,0.11022797,0.488748464,0.736808665,0.482586832,-1.879386576,-1.090472464,-1.405298698,4.375157738,2.000066631,6.865624941,9.713501261,5.017831236
1,0.179778708,0.692395547,0.127829949,0.898754489,-1.638400525,-1.334710745,-1.568835053,4.541946322,2.085840958,2.005151057,4.42755067,8.828837772
0,0.5640481,0.276518943,0.069373174,0.925479571,-0.994721581,-1.086679289,-0.783312205,2.864713074,9.521120524,8.932144722,7.715971475,9.773289538
0,0.153959393,0.804469726,0.639756294,0.822005122,-1.101302684,-1.586590649,-1.840548152,4.528441486,4.541347383,9.001078523,9.295269799,4.121955909
0,0.162194203,0.816617401,0.449194851,0.82559206,-0.879600515,-1.077807614,-0.733529991,2.690938119,3.626521569,7.914021967,7.380420611,3.32062476
1,0.380141331,0.067915281,0.33581416,0.545914691,-1.693497145,-0.993435907,-1.605503784,4.292436835,2.318919584,0.755573995,7.55792441,3.744017275
0,0.543790374,0.474545827,0.539314343,0.488225917,-1.297971657,-1.167920844,-1.490421406,3.956313907,3.602903664,7.788820179,8.681658056,4.301824504
0,0.910821018,0.98559176,0.807249429,0.444936179,-1.36586421,-1.659180092,-0.517119807,3.542164109,2.260480645,5.640747111,7.649661431,2.882515353
0,0.413008422,0.865648637,0.216826123,0.757828916,-1.832254009,-0.595175704,-1.192363981,3.619793694,7.076926753,5.795769135,3.040723331,4.288454179
0,0.091359343,0.742103716,0.631928984,0.567489922,-1.18754529,-0.805493598,-0.588526298,2.581565186,6.919937944,7.82682972,9.487987263,0.595634286
1,0.875377387,0.118444759,0.060270018,0.620488622,-1.749145653,-1.280162635,-0.94953035,3.978838638,6.000813025,2.101174575,6.101883502,1.682103856
0,0.545247642,0.37303069,0.169657332,0.8865835,-0.556236004,-1.263280763,-0.666358084,2.485874851,7.135957344,2.820300563,6.392462864,7.198427596
0,0.754785996,0.385970652,0.67390851,0.601535992,-1.754058146,-1.644302046,-1.534661547,4.933021739,3.565049295,1.853604825,4.658401926,8.092678375
1,0.526115007,0.105378233,0.229741693,0.610276294,-1.026184898,-1.190797824,-1.722394238,3.939376961,8.51739092,4.230698778,1.281088982,4.518880594
0,0.834923331,0.274190518,0.514044859,0.74601524,-0.547668745,-1.939731535,-1.01535848,3.502758761,2.444193827,6.441229591,2.135224058,5.12008273
1,0.089021935,0.248891626,0.328092517,0.219917151,-1.520036466,-0.989075527,-1.034711445,3.543823438,2.711256423,5.249760801,2.868343996,5.12999691
1,0.090678829,0.211749157,0.553265131,0.855456867,-0.514712876,-1.691430651,-1.852536138,4.058679665,5.638678571,8.293433474,0.507243869,9.55041435
0,0.770873035,0.407926111,0.577208629,0.542518317,-1.675199121,-1.399755714,-0.672832405,3.74778724,9.407941429,1.459657757,4.345762655,4.039229401
0,0.98284216,0.129123411,0.144348931,0.941288088,-1.856915534,-1.281068466,-1.066322969,4.20430697,6.758506382,8.515199903,1.535235728,5.986116325
0,0.060638987,0.817794744,0.761604491,0.816040454,-1.844095595,-0.62006364,-0.809052955,3.273212191,9.122998276,9.90846692,8.873967227,9.006721618
0,0.368617435,0.451090724,0.624604683,0.901099059,-0.720712215,-1.072259023,-1.864420264,3.657391502,5.448624222,5.724235743,9.032035501,5.093661874
1,0.317555159,0.119685438,0.798032484,0.99401598,-1.183696321,-1.19768747,-0.880154125,3.261537916,5.328193669,2.384853582,6.827534697,0.746321742
1,0.232873813,0.713028984,0.219230626,0.3977869,-1.550129977,-0.790887796,-1.872408317,4.213426091,0.596253126,4.099281975,0.973922867,8.518566536
0,0.236730972,0.445324231,0.622435532,0.66391353,-1.076969898,-0.788206075,-0.538393293,2.403569266,5.848367101,3.854869259,1.764079728,6.031302776
0,0.731855231,0.186721175,0.447801419,0.320616844,-1.018366068,-0.695124198,-1.820845074,3.534335341,8.707432577,1.698939367,4.297215778,6.559276157
1,0.35653231,0.193828745,0.351825279,0.799583131,-1.906274598,-0.834544685,-1.888551431,4.629370715,7.796208947,8.41398522,9.18330838,0.816127621
0,0.586896295,0.316636253,0.809001474,0.561635942,-0.966207315,-0.591903371,-1.448392159,3.006502844,8.765614673,7.288570632,3.485622604,2.934064549
1,0.529823529,0.122647024,0.533636708,0.166337205,-0.815993355,-0.942534171,-1.553783122,3.312310648,8.556771891,7.963164779,0.964195919,4.922957949
0,0.08769976,0.649878583,0.945503735,0.814666928,-0.754455373,-1.307384461,-0.862600612,2.924440445,7.048752926,7.526946388,7.446884576,1.641754356
0,0.516707702,0.462750653,0.412132746,0.75678236,-0.706581704,-0.679335086,-1.533701731,2.919618521,5.242125247,3.497278966,1.835620841,9.258181621
1,0.231017116,0.224240774,0.200003147,0.694296766,-1.224377404,-0.877568157,-0.938123785,3.040069347,2.13248838,3.165114717,2.020521776,2.695133718
0,0.744305358,0.485375643,0.477869412,0.621065009,-1.205913145,-1.768456852,-1.256907972,4.231277968,2.926376284,8.768323854,9.136533244,2.29590366
0,0.613436545,0.169503706,0.471246691,0.671668747,-1.473065231,-0.845999644,-0.898538331,3.217603206,1.746674794,2.718458607,7.915531878,8.348543953
1,0.584744418,0.695755541,0.616086096,0.120658135,-1.382651271,-1.708863196,-1.609468682,4.700983149,4.518417724,8.39291008,0.511317047,1.772129027
0,0.864004945,0.677069957,0.954573612,0.142454625,-1.888488684,-0.6418362,-0.800470107,3.330794991,2.386924706,4.574834662,3.043267246,6.929221248
0,0.866099777,0.264535065,0.392424035,0.135608335,-1.713285093,-1.95193577,-0.582663944,4.247884807,8.44273131,9.129393642,9.884244953,6.368253111
0,0.940146322,0.443367966,0.196502078,0.711180055,-0.82841381,-0.950599321,-0.923143287,2.702156418,5.394154541,2.111472655,4.807800002,6.998166893
1,0.59174946,0.452027232,0.350233684,0.529907925,-0.982292144,-1.58274793,-0.68378997,3.248830044,4.860621921,0.937335278,3.428086444,1.256924019
1,0.276557876,0.338545536,0.238787829,0.405560343,-1.771924956,-1.830248912,-0.773988088,4.376161956,8.652108179,9.706303036,4.982839678,3.702732541
0,0.319099276,0.624944833,0.131288048,0.975329105,-0.815193122,-1.686818214,-1.615722946,4.117734282,2.466868618,2.976819561,3.088959907,5.117674547
0,0.709129368,0.325208271,0.669012621,0.703944998,-0.739166268,-1.856263125,-1.092181201,3.687610593,8.99790201,2.450642197,6.780265383,1.084161159
1,0.451189064,0.706576306,0.399224286,0.096946403,-0.588756879,-1.354362608,-1.394044192,3.337163678,4.490468235,1.115402467,1.155471609,7.22583216
0,0.373955059,0.805743827,0.152989785,0.351069634,-1.186052248,-0.8212682,-1.1004694,3.107789849,8.115660545,8.898073083,8.699548622,9.945098489
0,0.065163546,0.633792466,0.756837149,0.709193471,-1.182049978,-0.519120861,-1.730646082,3.431816921,8.39152133,9.563170233,4.712374896,7.706565634
1,0.419129771,0.2749119,0.128073068,0.450128279,-0.689967233,-0.807034057,-1.309826025,2.806827315,6.447757562,2.458155978,1.631032076,0.83060261
0,0.549206038,0.428019395,0.773474908,0.257088555,-0.981596689,-0.865591401,-1.033924183,2.881112273,5.786515479,4.986048084,1.773682309,3.794603606
0,0.169113358,0.582371148,0.67361113,0.299025658,-0.949866477,-1.780256492,-0.654691329,3.384814298,9.069248406,9.629147557,8.342033478,2.220838271
0,0.669180797,0.4879522,0.889969549,0.777335549,-0.948632182,-1.142030994,-1.582362756,3.673025932,7.898600211,8.087654954,1.249970835,9.464341571
0,0.465051288,0.570248103,0.704350818,0.538043372,-0.656506932,-0.888813538,-0.663718206,2.209038676,3.205467904,5.869886049,1.766460444,5.380495528
0,0.523063832,0.3504284,0.767469911,0.540484089,-1.299291396,-1.113515822,-1.82434895,4.237156168,5.655612713,8.60168738,9.614549559,6.750325076
0,0.397385467,0.188789747,0.866088119,0.54648479,-1.802304806,-1.515097358,-1.257642327,4.575044491,8.986732451,8.215801462,2.911455329,8.693985591
0,0.253157719,0.091727109,0.833982572,0.238750436,-0.514487867,-1.206215001,-1.816154932,3.5368578,7.311549034,4.265415597,9.07956165,7.530063825
0,0.930550164,0.564325951,0.251566532,0.610635698,-0.535275322,-1.217311512,-1.316259771,3.068846605,6.541778486,4.125743873,2.634499894,2.807832449
0,0.793589851,0.810592344,0.97640619,0.272948523,-1.219019929,-1.896994967,-0.941057122,4.057072018,5.686034161,8.217936534,8.210902617,7.017779988
0,0.228279855,0.603285193,0.783407273,0.696200981,-1.806809316,-1.31240911,-1.18734104,4.306559467,2.800811017,6.869970469,5.358787299,8.696770247
0,0.296132268,0.646018472,0.836376591,0.091112886,-0.882291393,-1.163896938,-0.949309506,2.995497838,4.122851563,4.980062047,8.379336946,5.30293154
0,0.821379103,0.94273674,0.709820123,0.961739513,-1.498273284,-0.534414067,-0.584688313,2.617375664,9.240328005,1.8258641,3.879247706,7.568807688
0,0.570639401,0.279908617,0.978651579,0.488036365,-1.414079228,-1.499056125,-0.841166772,3.754302125,7.533836721,3.804176007,2.489930487,4.56290035
0,0.769313989,0.857560571,0.338843152,0.052504998,-1.21647767,-0.994055885,-1.076267224,3.286800779,8.880756085,6.822134805,1.654993088,5.938126648
1,0.159776142,0.204824965,0.278026995,0.486580426,-1.47374021,-0.679408507,-1.640005186,3.793153902,9.209000992,5.650039056,9.580464183,1.263682019
1,0.734529228,0.801283117,0.679784274,0.12968449,-1.311352112,-1.782190218,-0.820478425,3.914020755,0.564266091,3.679735729,0.650840184,7.043361904
0,0.381724341,0.36814409,0.480722122,0.085615644,-0.688743511,-1.197583883,-1.170557474,3.056884868,9.335851022,6.530273885,9.447811295,3.80798534
0,0.722886613,0.999744823,0.299302253,0.237534322,-1.330285834,-1.734002136,-0.56799279,3.63228076,7.66937568,9.498650575,1.958576179,7.161476147
0,0.466014066,0.935074624,0.913153918,0.548362281,-0.807271703,-0.734158307,-0.829532471,2.370962481,5.690662486,4.24790407,3.978197545,6.541535256
0,0.586407657,0.890709967,0.749138488,0.741466255,-1.278292427,-1.935151475,-1.520256267,4.733700169,5.734636732,2.75723577,6.515715125,8.53352749
1,0.487935197,0.169664361,0.344465662,0.109341631,-1.675077278,-1.33670971,-1.200639601,4.21242659,1.249820908,5.352388705,8.7801373,6.212354174
1,0.781574438,0.350350858,0.558628581,0.540885006,-0.890886063,-0.848006364,-1.261660425,3.000552852,7.664592982,4.495380501,1.024631829,1.515551094
0,0.903387768,0.477128347,0.53366743,0.116329033,-1.948377537,-1.336404081,-1.805148994,5.089930612,6.102176512,5.113439809,9.08433854,4.84352335
0,0.817700377,0.812395006,0.737077255,0.668410335,-0.781112929,-1.567440752,-1.966473992,4.315027673,2.690385294,4.726835776,4.045352419,0.525691629
0,0.523301444,0.088992972,0.52115393,0.869363142,-1.26717197,-0.868100187,-1.713953291,3.849225448,7.18924571,7.147574407,2.764762105,6.094161613
0,0.757520561,0.906103256,0.624248744,0.431750995,-0.62812494,-1.080022293,-1.282950144,2.991097377,5.419654952,8.943574696,7.301350194,1.25363796
1,0.4833375,0.050921353,0.978341841,0.416410401,-1.335661741,-0.769205785,-1.824901642,3.929769167,8.508049949,2.472156268,4.319296714,1.910597447
0,0.780977125,0.399884117,0.053097954,0.468229281,-0.876819878,-1.249916718,-0.695947117,2.822683713,7.91590578,7.532691799,8.925964085,2.514215671
0,0.110816518,0.612785873,0.720131139,0.687976848,-1.79001985,-1.23666741,-1.552387419,4.579074678,5.881445146,0.98593799,8.601427509,6.25447743
0,0.507288187,0.789936762,0.743382412,0.872432219,-1.630977107,-0.513202977,-1.454865885,3.599045969,8.937426913,7.023449011,7.30289358,5.67815027
0,0.883482162,0.552372731,0.726870098,0.749940004,-1.477034938,-0.526705885,-0.703350092,2.707090914,7.050621335,2.130818092,9.807217242,6.336269569
0,0.810558492,0.621259452,0.211399302,0.239562375,-1.015690333,-0.672168073,-0.869113254,2.55697166,6.652852554,7.414332032,7.163053322,1.949595862
0,0.159156898,0.969978347,0.748580716,0.626130199,-1.864936054,-0.914977224,-0.73823586,3.518149139,9.412942456,6.697354978,1.050486739,3.722998558
1,0.673634593,0.678463213,0.393757883,0.18287324,-1.360057387,-0.557151745,-1.22400199,3.141211122,5.090836376,1.057715985,9.994263437,3.028537485
1,0.434118365,0.697724538,0.33012234,0.491590295,-0.523207734,-1.620003993,-1.181232263,3.32444399,0.829932394,5.703824722,4.885609536,1.067106116
0,0.506318591,0.776581822,0.075885381,0.640679263,-1.135897396,-0.903633203,-0.628117404,2.667648003,2.321312652,6.446941739,2.60093243,4.837583416
1,0.635160861,0.458346873,0.6151393,0.602875778,-0.979922064,-1.321442711,-1.762590702,4.063955478,0.507244452,6.318155565,3.789529217,3.669011804
0,0.152535658,0.487407668,0.40434119,0.927726454,-0.554016457,-0.866525812,-1.03880193,2.459344199,4.459592172,4.521628615,0.993160281,6.704355384
1,0.22864186,0.454063034,0.161633974,0.052705443,-1.108413402,-1.894828011,-1.693200537,4.696441951,1.930143318,5.994798025,5.632185807,6.776855129
0,0.928715872,0.069576242,0.834647032,0.921640329,-1.634351622,-0.825322792,-0.966159114,3.425833529,6.984559403,3.675826768,6.53723794,5.982439064
1,0.32667333,0.800536241,0.332689038,0.156052043,-1.614519115,-1.644949974,-1.260045641,4.519514731,5.730912329,2.369292989,4.752569155,3.818692091
1,0.928062196,0.533404438,0.669024078,0.221394491,-0.694413756,-1.033902967,-1.760656044,3.488972767,0.634572362,5.204717843,7.073673677,2.401925477
0,0.646486789,0.451455392,0.343156394,0.735159536,-1.465329775,-0.758731348,-1.395876974,3.619938098,5.770322822,1.369731869,7.863062721,8.738805187
0,0.56959714,0.990944352,0.922254997,0.530803346,-1.852025693,-1.424400455,-1.988021694,5.264447842,0.943191318,6.412526647,5.402185739,9.070726662
0,0.268193364,0.089216844,0.848552425,0.866999067,-1.70103906,-1.461412725,-1.994250145,5.15670193,0.592501484,2.059017085,5.960730536,6.905367038
0,0.65826345,0.841438895,0.711233297,0.917741444,-1.169942868,-1.104363807,-0.697635131,2.971941806,8.552655108,2.868978291,9.721557327,3.248036801
1,0.812673479,0.610300762,0.050907937,0.868584139,-0.783412341,-1.854220268,-1.207991682,3.84562429,9.515115698,2.421954105,2.885144282,2.44043245
1,0.246580806,0.556485849,0.39896019,0.258708824,-0.618266635,-1.010712893,-1.837514213,3.466493741,9.124179208,1.021732514,4.200157916,6.436882974
0,0.862172868,0.941431893,0.454176614,0.47103843,-0.633981082,-1.437516064,-1.406121768,3.477618914,6.576357612,1.692300958,2.430806122,8.757931383
0,0.591831678,0.924895831,0.937752726,0.478894103,-1.730405488,-0.682991999,-1.808220208,4.221617695,5.068798462,2.118462868,1.16614888,2.725277052
0,0.728401782,0.39582779,0.704441577,0.512214226,-1.978054052,-0.76211628,-1.86461849,4.604788823,4.178389594,3.643634774,7.916157929,9.404989567
1,0.663683706,0.452154385,0.912396341,0.658552555,-1.048969618,-1.645744481,-1.917857495,4.612571594,9.899296505,5.272313304,1.133276933,1.407991648
1,0.438151975,0.890860628,0.405332415,0.102867739,-1.602663933,-1.712229848,-1.111625563,4.426519345,3.165682748,2.062574977,4.074134695,8.768688224
0,0.448209227,0.6617067,0.161025139,0.526391588,-0.955409378,-0.546484085,-1.325153586,2.827047049,3.574977139,3.624165534,2.358844184,6.572214776
0,0.290570018,0.92320713,0.49235535,0.620074134,-1.379419967,-0.587538593,-0.94723209,2.914190649,3.731733701,5.337925846,5.788061107,9.448060058
1,0.241233866,0.140624794,0.738268067,0.73986669,-0.86146876,-1.529786466,-0.597447949,2.988703175,7.127314743,6.110943566,2.010034333,2.781659542
0,0.564569809,0.617107171,0.877576644,0.834699949,-1.857794414,-1.35992276,-0.74870489,3.966422064,3.428415129,4.649053122,3.202342295,9.503079148
0,0.704535795,0.745551386,0.382882577,0.216418455,-1.881045664,-1.123596289,-0.818776533,3.823418487,3.008615932,7.080032616,1.680885885,7.80352747
0,0.222036989,0.827717262,0.369119627,0.120480501,-1.203743218,-1.833252615,-1.638289658,4.67528549,6.629225453,9.028007479,3.353464033,2.953158333
0,0.247306431,0.518033367,0.803295492,0.520402472,-1.021864085,-1.230322702,-0.692940616,2.945127403,8.551730711,4.765239554,2.828244151,5.550150213
0,0.708575135,0.991140357,0.62717307,0.648147895,-0.615075257,-1.07135882,-1.33465981,3.021093887,7.273673227,2.63675918,3.805663166,8.051004733
0,0.70702097,0.688698744,0.357877143,0.344309903,-0.648160176,-1.759484646,-1.03195717,3.439601992,4.07793871,4.525332873,8.860758413,3.203522434
0,0.345403304,0.278629942,0.884632937,0.591921487,-1.56009439,-1.33761968,-1.047730195,3.945444264,8.906676751,7.943282483,8.386960074,7.782548556
0,0.751768069,0.397665267,0.818776005,0.498600041,-1.326129813,-0.896437463,-1.661160166,3.883727442,9.378646803,4.442365577,3.120306853,8.906997824
0,0.706586982,0.869013757,0.821869224,0.435347925,-1.278663896,-1.961537023,-0.619244254,3.859445173,3.834157806,1.19708584,2.307354969,1.213524261
1,0.258111254,0.096511881,0.850753981,0.37426825,-0.574955296,-0.961048996,-1.47867999,3.014684282,7.78183287,4.895650016,0.771154221,6.740661594
0,0.737422917,0.13344323,0.739071016,0.57738547,-1.97864337,-1.712894663,-0.97827357,4.669811603,8.877347984,7.673828674,4.392769323,1.79042704
0,0.852891117,0.447170134,0.927638893,0.530080056,-1.164262324,-1.350229642,-0.509399372,3.023891339,6.046406596,9.9792673,8.277070809,7.297813884
0,0.931306841,0.109304645,0.924129497,0.686753891,-0.887264815,-1.904175897,-1.283024901,4.074465613,6.219651184,3.469374079,3.513891291,7.112592956
1,0.418808275,0.475544988,0.396901052,0.351853558,-1.979576185,-0.519381555,-1.644786218,4.143743958,0.790292137,6.789824526,4.587874287,2.241252511
1,0.460704558,0.663304604,0.099814561,0.379506533,-1.400424843,-0.874781872,-1.100067868,3.375274583,8.394910114,2.600844749,4.720879119,8.288423714
1,0.252082047,0.6968905,0.757962963,0.602613414,-1.31837824,-1.313335118,-1.209913342,3.841626699,9.990501326,5.968051176,1.387503058,2.067397192
0,0.468119182,0.306901699,0.281745509,0.814120921,-1.171283172,-1.668437268,-1.012905986,3.852626426,6.626980273,8.230865694,6.740159139,9.77983058
1,0.464227379,0.092798393,0.241218724,0.331425545,-1.946995346,-1.085245128,-1.456139053,4.488379527,6.211508645,4.091289969,7.777124049,4.935258717
1,0.348783792,0.265205141,0.546466441,0.889409008,-1.604321769,-1.801268958,-1.239592883,4.645183611,6.010556753,5.778545495,1.264135608,3.040082345
1,0.670359977,0.639507965,0.572702885,0.861966312,-0.930629404,-1.266458969,-1.971610588,4.168698961,6.407354289,0.970056695,2.162699037,2.6275498
1,0.185520329,0.710128416,0.493132875,0.497838391,-0.802894835,-0.720912094,-1.952906487,3.476713417,1.992997671,4.66927273,1.822314972,1.912387592
0,0.387637676,0.237045131,0.503439059,0.420088525,-1.490129754,-0.863456518,-1.624655015,3.978241287,3.991345355,6.071626787,6.61103553,8.452844122
0,0.593144042,0.600570646,0.415184806,0.94024176,-1.783793778,-1.324898894,-1.602881056,4.711573727,4.836148527,9.864129517,6.348654144,4.475682647
1,0.954705314,0.731395676,0.157635771,0.670664548,-1.13161216,-1.123452959,-0.55131626,2.806381379,9.949760276,2.47726087,7.992273724,2.251832028
0,0.740825465,0.463815514,0.586178997,0.494020124,-0.682321199,-1.197871372,-0.875618638,2.755811209,2.725788162,3.406924787,4.571401269,1.059150049
0,0.986977118,0.29657828,0.131080117,0.381842113,-0.767992036,-1.082087203,-1.693539686,3.543618925,7.491935284,3.837463702,5.741450431,5.6817874
1,0.082402514,0.176557851,0.551475717,0.343519764,-0.887454417,-0.507050583,-0.911854808,2.306359808,9.651576026,3.671357441,1.099138956,9.502191791
1,0.099820389,0.34920706,0.705722283,0.182106644,-1.25675807,-0.608674011,-1.670199443,3.535631523,2.924324898,5.906051322,6.642611755,2.785707595
0,0.650910233,0.127864263,0.256740938,0.72958905,-0.63747365,-1.158192603,-1.010231166,2.805897419,6.802697266,8.912910023,7.691585498,4.917661268
0,0.44806064,0.168508144,0.73771074,0.807169164,-1.898290794,-1.609170142,-0.778706563,4.286167499,6.725048504,3.747249549,7.292193826,7.097062625
0,0.566316378,0.409057386,0.963512762,0.213379814,-1.14100978,-0.926838843,-0.88437354,2.952222163,5.676367706,6.410426291,9.049407656,6.638647278
0,0.769743785,0.055810167,0.919154733,0.398564714,-0.813593508,-1.887542683,-1.961862623,4.662998815,3.507909678,7.29439267,8.254860326,6.796624421
1,0.803484169,0.231529421,0.435524782,0.578147474,-0.510343408,-1.859829124,-1.364169237,3.73434177,0.77810753,5.284175918,2.316159155,6.687731573
0,0.655869316,0.085877394,0.687347228,0.583209241,-1.370067866,-0.684645837,-0.757379887,2.81209359,2.873653907,6.67259019,9.958275361,4.968734593
0,0.945484703,0.802432747,0.694361627,0.643193431,-1.329489835,-1.290730601,-1.121582631,3.741803066,6.323170206,2.112642082,4.770592204,9.496300552
0,0.149549888,0.362355632,0.201736164,0.585617804,-1.251855759,-1.782382823,-1.554439535,4.588678117,7.458676983,6.805407036,9.399521053,8.522661066
1,0.912617789,0.915241637,0.667846896,0.556041723,-0.555901351,-1.356400287,-1.505725776,3.418027414,0.641704314,1.390468456,0.985910668,7.783150035
1,0.761620464,0.184146445,0.810285138,0.836766606,-1.700534244,-1.433259367,-1.937977058,5.071770669,0.718189439,5.849747366,0.58737322,3.305223454
0,0.270207634,0.278026659,0.892161577,0.807975992,-0.664890625,-1.217198074,-0.678547539,2.560636238,6.452866817,1.293776583,8.756769996,8.865512961
1,0.304452251,0.240151475,0.265706401,0.266540499,-1.305712446,-0.756719061,-1.134966348,3.197397855,5.200486183,8.941040011,4.440464923,7.50611225
0,0.064579698,0.774797926,0.673763342,0.427884593,-0.508353328,-1.264868841,-0.917334279,2.690556448,5.575226254,6.620204772,9.340289902,6.449855162
0,0.984753253,0.49716914,0.216329516,0.290541725,-1.685194505,-1.768328296,-1.486988797,4.940511598,4.753691549,5.19053235,3.904052615,6.531340001
1,0.332083424,0.294052426,0.205904468,0.510674263,-0.582213729,-1.024877554,-1.98469262,3.591783903,1.302655456,8.262295336,2.59830591,8.950863212
1,0.3506118,0.370527771,0.052980561,0.718270604,-1.163087111,-0.882654785,-1.696528833,3.742270729,9.661978106,6.370845101,7.577179735,3.466809201
0,0.743571883,0.150554807,0.990180858,0.46853334,-1.968305397,-1.80524175,-1.776334372,5.549881518,2.916904965,6.182479128,6.727103656,0.691901433
0,0.958383017,0.083068066,0.132461209,0.549716943,-1.303312141,-1.147290647,-1.629825846,4.080428634,4.128829769,5.301995258,2.912984529,6.279706621
0,0.249318149,0.764724817,0.605446407,0.858323027,-1.025826521,-1.728595201,-1.580591576,4.335013298,3.513428481,3.642842876,4.851737673,5.352937958
0,0.692644074,0.420525504,0.806410938,0.460969921,-0.52275888,-0.503114848,-1.765853469,2.791727196,6.286510025,2.157276236,4.140837429,0.512302591
0,0.111653503,0.370233245,0.601359489,0.414754956,-1.507500642,-1.172771324,-1.93174967,4.612021636,7.489058173,4.10685381,4.302574004,5.3161719
1,0.561025316,0.102954113,0.262912906,0.80566629,-1.151891524,-1.003195604,-1.695757858,3.850844986,3.175733654,2.640727097,8.698001553,2.846481281
0,0.61408257,0.995741586,0.167284622,0.928936768,-0.572805794,-1.719278194,-1.514785966,3.806869954,5.35679275,8.965196422,0.837015773,8.690682925
0,0.877113612,0.612747665,0.981894933,0.242790897,-1.624413044,-1.220929876,-1.770134203,4.615477123,4.018132158,0.98874304,9.457389582,3.087580661
0,0.902450248,0.231089794,0.37476354,0.275896075,-1.727768997,-1.980569593,-1.920910086,5.629248675,8.371996626,3.47826367,4.168656688,6.2290676
